Feature 1,Feature 2,Correlation
jet2_eta,jet4_eta,0.17520257190950211
jet4_eta,jet2_eta,0.17520257190950211
jet4_pt,jet1_pt,0.16982163207651665
jet1_pt,jet4_pt,0.16982163207651665
jet1_phi,lepton_phi,-0.1652137255875901
lepton_phi,jet1_phi,-0.1652137255875901
jet1_pt,lepton_pT,0.16069900599031814
lepton_pT,jet1_pt,0.16069900599031814
m_wwbb,jet4_pt,0.16035627675977235
jet4_pt,m_wwbb,0.16035627675977235
m_wbb,jet4_pt,0.15838992945187688
jet4_pt,m_wbb,0.15838992945187688
jet1_phi,missing_energy_phi,-0.15653034715791883
missing_energy_phi,jet1_phi,-0.15653034715791883
jet3_pt,m_jj,0.15643837959503784
m_jj,jet3_pt,0.15643837959503784
jet3_eta,jet4_eta,0.15523411976551335
jet4_eta,jet3_eta,0.15523411976551335
m_bb,jet2_btag,0.14890467429546153
jet2_btag,m_bb,0.14890467429546153
jet4_pt,jet1_btag,-0.14747738207101255
jet1_btag,jet4_pt,-0.14747738207101255
lepton_pT,missing_energy_magnitude,-0.14558487473678922
missing_energy_magnitude,lepton_pT,-0.14558487473678922
jet1_btag,jet3_pt,-0.14252062149416608
jet3_pt,jet1_btag,-0.14252062149416608
jet2_pt,jet1_btag,-0.13708432723839126
jet1_btag,jet2_pt,-0.13708432723839126
m_bb,m_jjj,0.13671658437529383
m_jjj,m_bb,0.13671658437529383
lepton_pT,m_wwbb,0.13670240942035142
m_wwbb,lepton_pT,0.13670240942035142
jet1_phi,jet3_phi,-0.136282603061072
jet3_phi,jet1_phi,-0.136282603061072
m_bb,jet4_pt,0.13510107469379082
jet4_pt,m_bb,0.13510107469379082
jet2_pt,jet2_btag,0.1341308184625437
jet2_btag,jet2_pt,0.1341308184625437
m_jlv,m_lv,0.13307800204381817
m_lv,m_jlv,0.13307800204381817
m_jlv,jet1_btag,0.1279954353932931
jet1_btag,m_jlv,0.1279954353932931
m_jj,jet4_btag,0.12780079592047333
jet4_btag,m_jj,0.12780079592047333
m_jlv,jet3_pt,0.12413733470728858
jet3_pt,m_jlv,0.12413733470728858
lepton_pT,m_jlv,0.11888008984569821
m_jlv,lepton_pT,0.11888008984569821
m_jj,jet1_btag,-0.11668478351628042
jet1_btag,m_jj,-0.11668478351628042
m_jlv,m_jjj,0.11330636412243242
m_jjj,m_jlv,0.11330636412243242
jet1_btag,m_wbb,0.11206845814320707
m_wbb,jet1_btag,0.11206845814320707
jet4_pt,m_jj,0.10913632431734085
m_jj,jet4_pt,0.10913632431734085
jet1_phi,jet4_phi,-0.10492815227939932
jet4_phi,jet1_phi,-0.10492815227939932
jet4_pt,jet2_btag,-0.10348731825114474
jet2_btag,jet4_pt,-0.10348731825114474
m_jlv,m_jj,0.10045797246870686
m_jj,m_jlv,0.10045797246870686
jet2_phi,lepton_phi,-0.10037098762841765
lepton_phi,jet2_phi,-0.10037098762841765
jet2_btag,jet3_pt,-0.09194655249266875
jet3_pt,jet2_btag,-0.09194655249266875
m_wbb,lepton_pT,0.08824392679743202
lepton_pT,m_wbb,0.08824392679743202
jet2_phi,jet3_phi,-0.08726627477909277
jet3_phi,jet2_phi,-0.08726627477909277
lepton_phi,jet3_phi,-0.07661857402795937
jet3_phi,lepton_phi,-0.07661857402795937
m_jjj,jet1_btag,-0.07306069271906332
jet1_btag,m_jjj,-0.07306069271906332
jet4_phi,jet2_phi,-0.0711184860802939
jet2_phi,jet4_phi,-0.0711184860802939
m_jlv,jet4_btag,-0.06792205818411891
jet4_btag,m_jlv,-0.06792205818411891
jet2_phi,missing_energy_phi,-0.067673620718748
missing_energy_phi,jet2_phi,-0.067673620718748
lepton_phi,jet4_phi,-0.06686838217615983
jet4_phi,lepton_phi,-0.06686838217615983
jet2_btag,m_wbb,0.06481421584233864
m_wbb,jet2_btag,0.06481421584233864
jet3_btag,m_jjj,0.06464058680385447
m_jjj,jet3_btag,0.06464058680385447
missing_energy_phi,jet3_phi,-0.061258496939889266
jet3_phi,missing_energy_phi,-0.061258496939889266
jet4_btag,m_jjj,0.06107604594816101
m_jjj,jet4_btag,0.06107604594816101
jet4_phi,jet3_phi,-0.060667884673170865
jet3_phi,jet4_phi,-0.060667884673170865
jet3_btag,m_jj,0.05971891676844974
m_jj,jet3_btag,0.05971891676844974
jet4_btag,m_wbb,-0.05777096863256587
m_wbb,jet4_btag,-0.05777096863256587
jet4_pt,m_jlv,0.05756187322240084
m_jlv,jet4_pt,0.05756187322240084
m_bb,jet3_btag,-0.05468654470608734
jet3_btag,m_bb,-0.05468654470608734
jet3_btag,jet4_pt,-0.051798401485089476
jet4_pt,jet3_btag,-0.051798401485089476
m_wwbb,m_lv,0.050376999093641614
m_lv,m_wwbb,0.050376999093641614
jet2_btag,m_jlv,0.04590516762569222
m_jlv,jet2_btag,0.04590516762569222
jet2_pt,missing_energy_magnitude,0.04446232621471711
missing_energy_magnitude,jet2_pt,0.04446232621471711
jet2_pt,jet3_btag,-0.04444660285726808
jet3_btag,jet2_pt,-0.04444660285726808
m_wbb,m_lv,0.04142868872710507
m_lv,m_wbb,0.04142868872710507
jet4_phi,missing_energy_phi,-0.039287805674928726
missing_energy_phi,jet4_phi,-0.039287805674928726
m_wwbb,jet2_btag,0.03915155137643782
jet2_btag,m_wwbb,0.03915155137643782
jet2_btag,jet1_pt,-0.03790335690063365
jet1_pt,jet2_btag,-0.03790335690063365
missing_energy_phi,lepton_phi,-0.03672813615326002
lepton_phi,missing_energy_phi,-0.03672813615326002
missing_energy_magnitude,jet1_btag,-0.03581592988158189
jet1_btag,missing_energy_magnitude,-0.03581592988158189
lepton_pT,m_jj,0.03223063704267998
m_jj,lepton_pT,0.03223063704267998
jet3_pt,jet4_btag,-0.0319214912003499
jet4_btag,jet3_pt,-0.0319214912003499
jet1_pt,jet3_btag,-0.02804359545156374
jet3_btag,jet1_pt,-0.02804359545156374
m_jlv,jet3_btag,-0.027524146404182052
jet3_btag,m_jlv,-0.027524146404182052
m_jj,jet2_btag,-0.026380953415889193
jet2_btag,m_jj,-0.026380953415889193
missing_energy_magnitude,m_jjj,0.02399376551286319
m_jjj,missing_energy_magnitude,0.02399376551286319
m_wwbb,jet3_btag,0.023074168758212558
jet3_btag,m_wwbb,0.023074168758212558
jet4_pt,lepton_pT,-0.023031475716736076
lepton_pT,jet4_pt,-0.023031475716736076
jet1_pt,m_lv,0.021081932765653937
m_lv,jet1_pt,0.021081932765653937
jet4_btag,missing_energy_magnitude,0.02051314303126742
missing_energy_magnitude,jet4_btag,0.02051314303126742
missing_energy_magnitude,m_jj,0.020376536945710604
m_jj,missing_energy_magnitude,0.020376536945710604
jet3_pt,lepton_pT,-0.01958267915314513
lepton_pT,jet3_pt,-0.01958267915314513
m_jj,m_lv,0.019568374205704047
m_lv,m_jj,0.019568374205704047
jet1_pt,jet1_btag,-0.019451484344081366
jet1_btag,jet1_pt,-0.019451484344081366
jet2_btag,m_jjj,0.0172350601472571
m_jjj,jet2_btag,0.0172350601472571
jet2_pt,jet4_btag,-0.016852768351372466
jet4_btag,jet2_pt,-0.016852768351372466
jet4_eta,missing_energy_magnitude,0.016101878929575347
missing_energy_magnitude,jet4_eta,0.016101878929575347
lepton_phi,lepton_pT,0.016050740599265933
lepton_pT,lepton_phi,0.016050740599265933
lepton_pT,m_jjj,0.01574552512162714
m_jjj,lepton_pT,0.01574552512162714
jet3_btag,missing_energy_magnitude,0.014825947752949875
missing_energy_magnitude,jet3_btag,0.014825947752949875
m_lv,m_jjj,0.013030081111844921
m_jjj,m_lv,0.013030081111844921
m_bb,m_jj,0.012647795326153644
m_jj,m_bb,0.012647795326153644
lepton_pT,jet4_btag,0.012575289100213896
jet4_btag,lepton_pT,0.012575289100213896
jet4_btag,jet1_eta,0.01202405385558398
jet1_eta,jet4_btag,0.01202405385558398
m_wbb,jet3_btag,-0.011856602922936832
jet3_btag,m_wbb,-0.011856602922936832
missing_energy_phi,m_jlv,0.011819866214916132
m_jlv,missing_energy_phi,0.011819866214916132
jet1_btag,jet2_phi,-0.011716369596266096
jet2_phi,jet1_btag,-0.011716369596266096
m_wwbb,jet1_eta,-0.011640012810374915
jet1_eta,m_wwbb,-0.011640012810374915
jet2_btag,m_lv,0.011522666867012182
m_lv,jet2_btag,0.011522666867012182
jet3_btag,m_lv,-0.011504597888742984
m_lv,jet3_btag,-0.011504597888742984
m_lv,jet2_pt,0.011098975355757828
jet2_pt,m_lv,0.011098975355757828
m_bb,missing_energy_magnitude,0.011056771484000359
missing_energy_magnitude,m_bb,0.011056771484000359
m_wbb,jet1_eta,-0.011009429236872955
jet1_eta,m_wbb,-0.011009429236872955
missing_energy_phi,jet3_eta,-0.010794370712082942
jet3_eta,missing_energy_phi,-0.010794370712082942
jet4_phi,lepton_pT,-0.010310711498034772
lepton_pT,jet4_phi,-0.010310711498034772
jet1_btag,lepton_pT,-0.00999814390180214
lepton_pT,jet1_btag,-0.00999814390180214
lepton_eta,jet1_btag,-0.009835471701433052
jet1_btag,lepton_eta,-0.009835471701433052
m_lv,jet1_phi,0.009274783139326608
jet1_phi,m_lv,0.009274783139326608
jet2_eta,jet2_phi,0.009206248164011008
jet2_phi,jet2_eta,0.009206248164011008
m_wbb,missing_energy_phi,0.00918160100476807
missing_energy_phi,m_wbb,0.00918160100476807
jet4_phi,jet2_btag,-0.009074335835080492
jet2_btag,jet4_phi,-0.009074335835080492
missing_energy_phi,jet4_eta,-0.009033884613440594
jet4_eta,missing_energy_phi,-0.009033884613440594
jet2_pt,missing_energy_phi,-0.008862137562393136
missing_energy_phi,jet2_pt,-0.008862137562393136
jet1_eta,jet4_pt,-0.008805652670363371
jet4_pt,jet1_eta,-0.008805652670363371
jet2_eta,m_bb,-0.008786846553996953
m_bb,jet2_eta,-0.008786846553996953
jet2_eta,jet1_btag,-0.008723005077585057
jet1_btag,jet2_eta,-0.008723005077585057
jet2_eta,m_lv,-0.008575079606563927
m_lv,jet2_eta,-0.008575079606563927
jet1_eta,lepton_pT,0.008541927074212965
lepton_pT,jet1_eta,0.008541927074212965
lepton_pT,jet2_pt,0.008398343672037182
jet2_pt,lepton_pT,0.008398343672037182
m_wbb,jet2_eta,-0.008390093746407883
jet2_eta,m_wbb,-0.008390093746407883
jet3_pt,jet3_eta,0.008266483990640281
jet3_eta,jet3_pt,0.008266483990640281
jet1_btag,jet3_phi,0.008222011717555563
jet3_phi,jet1_btag,0.008222011717555563
jet4_phi,jet1_eta,0.008198724814158332
jet1_eta,jet4_phi,0.008198724814158332
m_bb,jet3_phi,-0.008186548675529304
jet3_phi,m_bb,-0.008186548675529304
jet3_btag,jet4_phi,0.007933360353850014
jet4_phi,jet3_btag,0.007933360353850014
jet1_eta,jet2_btag,-0.007743021801427305
jet2_btag,jet1_eta,-0.007743021801427305
m_jlv,jet1_eta,-0.007632771027512388
jet1_eta,m_jlv,-0.007632771027512388
missing_energy_phi,jet3_pt,-0.0075997237677486364
jet3_pt,missing_energy_phi,-0.0075997237677486364
jet2_pt,lepton_eta,0.007427168800463122
lepton_eta,jet2_pt,0.007427168800463122
m_wwbb,missing_energy_phi,0.007413457657817852
missing_energy_phi,m_wwbb,0.007413457657817852
jet3_pt,missing_energy_magnitude,0.007388354911940983
missing_energy_magnitude,jet3_pt,0.007388354911940983
jet3_btag,lepton_pT,-0.007273574442008665
lepton_pT,jet3_btag,-0.007273574442008665
jet3_pt,lepton_eta,0.007247330623165984
lepton_eta,jet3_pt,0.007247330623165984
jet4_phi,jet2_pt,-0.007119944661054313
jet2_pt,jet4_phi,-0.007119944661054313
m_wwbb,jet4_btag,0.0069618589490032514
jet4_btag,m_wwbb,0.0069618589490032514
missing_energy_magnitude,jet2_btag,-0.006884750841512113
jet2_btag,missing_energy_magnitude,-0.006884750841512113
jet4_eta,jet1_pt,0.0068524756721505715
jet1_pt,jet4_eta,0.0068524756721505715
m_jlv,jet4_eta,0.0068314532645033415
jet4_eta,m_jlv,0.0068314532645033415
jet2_eta,missing_energy_magnitude,-0.006764328847231439
missing_energy_magnitude,jet2_eta,-0.006764328847231439
lepton_eta,jet3_btag,0.006696284894056931
jet3_btag,lepton_eta,0.006696284894056931
lepton_eta,jet4_btag,-0.006500771375331747
jet4_btag,lepton_eta,-0.006500771375331747
jet1_phi,m_bb,-0.006477822691258456
m_bb,jet1_phi,-0.006477822691258456
jet2_btag,jet3_eta,-0.006415383058060966
jet3_eta,jet2_btag,-0.006415383058060966
missing_energy_phi,jet2_btag,0.0063832097829352305
jet2_btag,missing_energy_phi,0.0063832097829352305
jet1_eta,m_lv,0.006275830439057139
m_lv,jet1_eta,0.006275830439057139
m_lv,missing_energy_phi,0.006241230932666322
missing_energy_phi,m_lv,0.006241230932666322
jet2_btag,jet3_phi,-0.00612059328197078
jet3_phi,jet2_btag,-0.00612059328197078
m_bb,jet3_eta,-0.006117043094489994
jet3_eta,m_bb,-0.006117043094489994
missing_energy_magnitude,jet1_eta,-0.005966482026434035
jet1_eta,missing_energy_magnitude,-0.005966482026434035
jet2_phi,m_lv,-0.0059366768438213775
m_lv,jet2_phi,-0.0059366768438213775
jet1_pt,jet3_phi,-0.0058959964352985035
jet3_phi,jet1_pt,-0.0058959964352985035
jet3_pt,jet4_phi,0.00580571236019183
jet4_phi,jet3_pt,0.00580571236019183
missing_energy_phi,m_bb,0.005731126269607428
m_bb,missing_energy_phi,0.005731126269607428
jet4_eta,jet1_btag,-0.005680540138087809
jet1_btag,jet4_eta,-0.005680540138087809
jet2_eta,m_wwbb,-0.005658774752395254
m_wwbb,jet2_eta,-0.005658774752395254
missing_energy_phi,jet3_btag,0.005532903248821223
jet3_btag,missing_energy_phi,0.005532903248821223
jet4_pt,m_lv,-0.005520903065050558
m_lv,jet4_pt,-0.005520903065050558
jet4_btag,jet1_pt,0.005334399026734976
jet1_pt,jet4_btag,0.005334399026734976
missing_energy_magnitude,jet4_pt,-0.005326163653206129
jet4_pt,missing_energy_magnitude,-0.005326163653206129
jet4_eta,m_jjj,0.005321747547409866
m_jjj,jet4_eta,0.005321747547409866
jet3_btag,jet4_eta,0.005226959575058757
jet4_eta,jet3_btag,0.005226959575058757
jet2_btag,jet2_eta,0.0052021071030616825
jet2_eta,jet2_btag,0.0052021071030616825
m_wbb,jet3_eta,-0.005180647687636198
jet3_eta,m_wbb,-0.005180647687636198
lepton_phi,m_bb,-0.005174233795298717
m_bb,lepton_phi,-0.005174233795298717
m_jlv,jet3_eta,-0.005174117723610541
jet3_eta,m_jlv,-0.005174117723610541
jet4_pt,missing_energy_phi,-0.005155314152103228
missing_energy_phi,jet4_pt,-0.005155314152103228
lepton_eta,missing_energy_magnitude,-0.005103032085549597
missing_energy_magnitude,lepton_eta,-0.005103032085549597
lepton_phi,m_jlv,-0.005080339029483668
m_jlv,lepton_phi,-0.005080339029483668
jet4_phi,m_lv,-0.005017046006611754
m_lv,jet4_phi,-0.005017046006611754
m_wwbb,jet4_eta,0.004899046783833547
jet4_eta,m_wwbb,0.004899046783833547
jet2_btag,lepton_phi,-0.004880074966167788
lepton_phi,jet2_btag,-0.004880074966167788
jet3_phi,jet3_pt,0.0048144982613335646
jet3_pt,jet3_phi,0.0048144982613335646
missing_energy_phi,jet1_pt,0.004792137013510635
jet1_pt,missing_energy_phi,0.004792137013510635
jet2_pt,jet2_eta,0.004767964745553709
jet2_eta,jet2_pt,0.004767964745553709
m_jj,lepton_phi,0.004753465715778789
lepton_phi,m_jj,0.004753465715778789
lepton_pT,lepton_eta,-0.0047391217687115855
lepton_eta,lepton_pT,-0.0047391217687115855
jet3_btag,lepton_phi,-0.004699529293728861
lepton_phi,jet3_btag,-0.004699529293728861
m_jjj,missing_energy_phi,0.004698738406087155
missing_energy_phi,m_jjj,0.004698738406087155
jet3_pt,jet1_phi,0.0046360258567296544
jet1_phi,jet3_pt,0.0046360258567296544
jet3_btag,jet2_phi,0.0046014896223159785
jet2_phi,jet3_btag,0.0046014896223159785
lepton_eta,jet3_phi,0.004550284659540445
jet3_phi,lepton_eta,0.004550284659540445
jet4_btag,jet2_phi,0.004522023387038182
jet2_phi,jet4_btag,0.004522023387038182
lepton_phi,lepton_eta,-0.004513144315779169
lepton_eta,lepton_phi,-0.004513144315779169
m_wwbb,jet2_phi,0.004467652796799917
jet2_phi,m_wwbb,0.004467652796799917
lepton_pT,m_bb,-0.004404608921445807
m_bb,lepton_pT,-0.004404608921445807
jet4_eta,jet2_phi,0.004338253559774176
jet2_phi,jet4_eta,0.004338253559774176
jet1_phi,m_wwbb,-0.004221353640970313
m_wwbb,jet1_phi,-0.004221353640970313
jet1_phi,jet2_eta,0.0042100591756083815
jet2_eta,jet1_phi,0.0042100591756083815
jet3_phi,m_jlv,0.004166445491657585
m_jlv,jet3_phi,0.004166445491657585
jet4_pt,jet1_phi,0.004159443951889103
jet1_phi,jet4_pt,0.004159443951889103
jet4_phi,m_jj,-0.004084583922641185
m_jj,jet4_phi,-0.004084583922641185
jet1_eta,jet2_pt,-0.004036626618629818
jet2_pt,jet1_eta,-0.004036626618629818
m_wbb,jet1_phi,-0.004022172748088599
jet1_phi,m_wbb,-0.004022172748088599
jet2_phi,m_bb,-0.003969166442870073
m_bb,jet2_phi,-0.003969166442870073
lepton_pT,jet3_phi,-0.003937729202828398
jet3_phi,lepton_pT,-0.003937729202828398
jet3_pt,jet2_phi,-0.003890373173581935
jet2_phi,jet3_pt,-0.003890373173581935
jet4_eta,lepton_phi,0.0038665678647787963
lepton_phi,jet4_eta,0.0038665678647787963
lepton_phi,jet2_pt,0.0038193457828372534
jet2_pt,lepton_phi,0.0038193457828372534
m_wbb,jet3_phi,-0.0037879936852667395
jet3_phi,m_wbb,-0.0037879936852667395
lepton_eta,m_bb,-0.0037829335438698633
m_bb,lepton_eta,-0.0037829335438698633
jet4_phi,m_wwbb,0.0036779563417902762
m_wwbb,jet4_phi,0.0036779563417902762
jet3_btag,jet2_eta,-0.00365403420142285
jet2_eta,jet3_btag,-0.00365403420142285
jet1_pt,jet2_eta,0.0036087475525417505
jet2_eta,jet1_pt,0.0036087475525417505
jet4_eta,m_wbb,0.0035987243990328343
m_wbb,jet4_eta,0.0035987243990328343
jet2_eta,m_jjj,-0.0035654283869919583
m_jjj,jet2_eta,-0.0035654283869919583
jet1_pt,jet2_phi,-0.0034907246510504997
jet2_phi,jet1_pt,-0.0034907246510504997
jet4_eta,lepton_pT,-0.003489046062216493
lepton_pT,jet4_eta,-0.003489046062216493
jet4_btag,m_lv,0.003462325805725175
m_lv,jet4_btag,0.003462325805725175
jet4_phi,m_jlv,0.0034488116245801137
m_jlv,jet4_phi,0.0034488116245801137
m_wwbb,lepton_phi,0.0034319840768626186
lepton_phi,m_wwbb,0.0034319840768626186
jet3_phi,jet2_eta,-0.003386972896801271
jet2_eta,jet3_phi,-0.003386972896801271
lepton_pT,missing_energy_phi,0.0033550703297955107
missing_energy_phi,lepton_pT,0.0033550703297955107
jet3_phi,m_wwbb,-0.0033337197793025324
m_wwbb,jet3_phi,-0.0033337197793025324
jet3_eta,jet4_btag,0.0033186083922215484
jet4_btag,jet3_eta,0.0033186083922215484
missing_energy_phi,jet4_btag,-0.0032190907081978545
jet4_btag,missing_energy_phi,-0.0032190907081978545
jet1_eta,m_bb,-0.0031623126479408217
m_bb,jet1_eta,-0.0031623126479408217
jet3_pt,jet4_eta,0.0031622221322117287
jet4_eta,jet3_pt,0.0031622221322117287
lepton_phi,jet3_pt,-0.0031613405416616594
jet3_pt,lepton_phi,-0.0031613405416616594
jet4_eta,jet3_phi,0.00313720569343586
jet3_phi,jet4_eta,0.00313720569343586
lepton_phi,m_jjj,0.003049931933371678
m_jjj,lepton_phi,0.003049931933371678
m_jlv,jet2_phi,0.003034961332919482
jet2_phi,m_jlv,0.003034961332919482
jet4_phi,jet4_eta,0.0030154061817766905
jet4_eta,jet4_phi,0.0030154061817766905
lepton_eta,m_jlv,0.002998785065336349
m_jlv,lepton_eta,0.002998785065336349
jet2_phi,lepton_eta,-0.0029747571634900784
lepton_eta,jet2_phi,-0.0029747571634900784
missing_energy_magnitude,jet2_phi,-0.002962754091571797
jet2_phi,missing_energy_magnitude,-0.002962754091571797
jet1_eta,lepton_phi,0.002930316222899847
lepton_phi,jet1_eta,0.002930316222899847
lepton_eta,jet2_btag,-0.002922514432354238
jet2_btag,lepton_eta,-0.002922514432354238
jet1_phi,m_jlv,-0.0028941498643447103
m_jlv,jet1_phi,-0.0028941498643447103
m_bb,jet4_phi,0.002842337966942783
jet4_phi,m_bb,0.002842337966942783
jet4_phi,m_jjj,-0.0027914175812814956
m_jjj,jet4_phi,-0.0027914175812814956
jet4_eta,jet4_pt,0.0027441283938491696
jet4_pt,jet4_eta,0.0027441283938491696
jet1_btag,m_lv,-0.0027396098690482206
m_lv,jet1_btag,-0.0027396098690482206
lepton_phi,jet4_btag,0.0026688743683821736
jet4_btag,lepton_phi,0.0026688743683821736
m_lv,jet3_phi,-0.002618180584231635
jet3_phi,m_lv,-0.002618180584231635
m_wbb,jet4_phi,0.0026039975863920766
jet4_phi,m_wbb,0.0026039975863920766
lepton_phi,jet3_eta,0.0025173490584597838
jet3_eta,lepton_phi,0.0025173490584597838
jet3_phi,jet4_btag,-0.0025094626070386408
jet4_btag,jet3_phi,-0.0025094626070386408
jet1_eta,jet2_phi,0.0025041702787368834
jet2_phi,jet1_eta,0.0025041702787368834
jet2_phi,lepton_pT,0.002447381848002039
lepton_pT,jet2_phi,0.002447381848002039
jet1_btag,jet1_phi,-0.0024069822258016723
jet1_phi,jet1_btag,-0.0024069822258016723
jet1_phi,jet1_pt,-0.002406458475211451
jet1_pt,jet1_phi,-0.002406458475211451
jet1_eta,m_jj,-0.002388982962407127
m_jj,jet1_eta,-0.002388982962407127
jet1_phi,lepton_pT,-0.0023127649426417335
lepton_pT,jet1_phi,-0.0023127649426417335
jet4_phi,jet3_eta,-0.0022876794835813507
jet3_eta,jet4_phi,-0.0022876794835813507
lepton_eta,m_jjj,0.0022789405336677976
m_jjj,lepton_eta,0.0022789405336677976
lepton_phi,jet2_eta,-0.0022511705633242772
jet2_eta,lepton_phi,-0.0022511705633242772
lepton_eta,jet1_pt,0.002188714760876498
jet1_pt,lepton_eta,0.002188714760876498
jet4_pt,lepton_eta,-0.002184225403158226
lepton_eta,jet4_pt,-0.002184225403158226
jet2_btag,jet2_phi,0.0021655474647261086
jet2_phi,jet2_btag,0.0021655474647261086
m_jlv,jet2_eta,-0.002145772461219453
jet2_eta,m_jlv,-0.002145772461219453
